Record_ID,Sensor_ID,Road_Segment_ID,Intersection_ID,Timestamp,Day_of_Week,Hour_of_Day,Weekend_Flag,Traffic_Volume,Vehicle_Speed_kmph,Road_Occupancy_Percent,Vehicle_Density,Travel_Time_sec,Queue_Length_m,Lane_Count,Lane_Utilization_Percent,Signal_Delay_sec,Weather_Condition,Temperature_C,Humidity_Percent,Visibility_m,Road_Surface,GPS_Vehicle_Count,IoT_Device_Count,Camera_Detection_Count,Incident_Flag,Special_Event,Historical_Flow_5min,Historical_Flow_10min,Historical_Flow_15min,Congestion_Level,Future_Traffic_Flow
14724,SEN_126,RS_030,INT_028,11/01/2024 05:23,Thursday,5,No,1061,56.29,48.34,53.41,160.86,127.06,2,24.75,66.54,Cloudy,20.7,51.5,7079,Dry,229,5,1098,No,No,996,1161,1270,High,High Flow
14725,SEN_057,RS_033,INT_031,11/01/2024 05:24,Thursday,5,No,1407,52.58,69.47,81.28,213.21,170.73,2,30.59,91.24,Rain,34.8,50.2,2231,Dry,327,14,845,No,Yes,1470,1552,1329,Severe,Very High Flow
14726,SEN_099,RS_012,INT_015,11/01/2024 05:25,Thursday,5,No,638,68.42,40.08,42.53,131.39,89.84,3,12.88,44.25,Cloudy,34.9,66.4,4279,Dry,329,7,562,No,Yes,536,651,532,Moderate,Medium Flow
14727,SEN_118,RS_078,INT_014,11/01/2024 05:26,Thursday,5,No,301,74.29,14.41,22.17,110.54,39.02,4,7.51,14.12,Clear,38.1,74.3,4264,Dry,134,27,369,No,No,214,377,123,Low,Low Flow
14728,SEN_049,RS_008,INT_025,11/01/2024 05:27,Thursday,5,No,1636,50.42,83.17,90.99,230.28,174.04,3,28.65,82.1,Clear,15.9,45.8,9044,Dry,242,5,1362,No,No,1730,1758,1764,Severe,Very High Flow
14729,SEN_023,RS_021,INT_026,11/01/2024 05:28,Thursday,5,No,237,70.45,5.86,16.99,101.63,33.95,2,5,22.07,Rain,28.1,72.7,1070,Wet,190,8,670,No,No,223,252,127,Low,Low Flow
14730,SEN_074,RS_035,INT_041,11/01/2024 05:29,Thursday,5,No,427,88.51,26.72,25.9,109.56,38.17,4,5,16.38,Windy,26.8,70.5,3451,Dry,414,22,761,No,No,392,313,567,Low,Low Flow
14731,SEN_133,RS_008,INT_031,11/01/2024 05:30,Thursday,5,No,1262,59.93,67.46,70.8,184.15,143.34,5,16.99,72.18,Windy,39.9,80.2,2040,Dry,180,26,848,No,No,1180,1392,1028,High,High Flow
14732,SEN_017,RS_068,INT_040,11/01/2024 05:31,Thursday,5,No,968,63.44,46.06,55.19,168.69,107.35,2,23.03,48.23,Cloudy,25.8,34.2,9506,Dry,307,24,813,No,No,1018,1120,848,High,High Flow
14733,SEN_070,RS_046,INT_024,11/01/2024 05:32,Thursday,5,No,1001,58.72,46.61,50.34,150.71,107.7,4,14.83,57.05,Rain,39.6,87,5864,Dry,311,14,1689,No,No,968,1006,842,High,High Flow
14734,SEN_114,RS_080,INT_009,11/01/2024 05:33,Thursday,5,No,1338,49.56,71.69,72.41,197.86,129.22,6,11.67,56.75,Rain,41.3,73,6884,Dry,411,11,1193,Yes,No,1449,1269,1383,High,High Flow
14735,SEN_080,RS_026,INT_016,11/01/2024 05:34,Thursday,5,No,741,70.04,35.92,38.44,125.58,79,2,11.87,45.87,Clear,41,86.8,2030,Dry,259,22,1386,No,No,797,865,851,Moderate,Medium Flow
14736,SEN_003,RS_005,INT_046,11/01/2024 05:35,Thursday,5,No,484,77.28,20.88,20.84,93.16,40.11,3,12.83,13.57,Windy,40,30.1,4854,Dry,226,10,845,No,No,398,663,616,Moderate,Medium Flow
14737,SEN_061,RS_020,INT_039,11/01/2024 05:36,Thursday,5,No,1360,45.39,66.17,77.86,194.21,159.85,4,15.98,74.84,Cloudy,21.1,32.3,6248,Dry,429,3,663,No,No,1298,1531,1319,High,High Flow
14738,SEN_088,RS_059,INT_005,11/01/2024 05:37,Thursday,5,No,756,68.81,38.99,44.81,151.98,81.66,3,9.51,40.19,Cloudy,35.2,65,2115,Dry,426,15,58,No,No,845,871,952,Moderate,Medium Flow
14739,SEN_128,RS_069,INT_004,11/01/2024 05:38,Thursday,5,No,668,72.47,37.06,26.97,113.78,45.24,4,11.84,33.83,Windy,27.3,65.1,8955,Dry,62,25,891,No,No,786,509,693,Moderate,Medium Flow
14740,SEN_018,RS_053,INT_014,11/01/2024 05:39,Thursday,5,No,1700,39.62,86.62,94.39,218.04,174.29,5,20.77,84.96,Cloudy,37,68.4,330,Dry,405,26,957,No,No,1630,1531,1576,Severe,Very High Flow
14741,SEN_109,RS_072,INT_038,11/01/2024 05:40,Thursday,5,No,637,85.24,33.21,34.03,118.78,46,3,15.61,20.83,Clear,40.2,67.3,1951,Dry,422,6,399,No,No,580,611,606,Moderate,Medium Flow
14742,SEN_046,RS_064,INT_007,11/01/2024 05:41,Thursday,5,No,984,61.08,48,52.17,155.7,118.92,2,22.96,57.89,Rain,32.5,50.1,9509,Dry,101,19,908,No,No,998,843,1097,High,High Flow
14743,SEN_055,RS_013,INT_030,11/01/2024 05:42,Thursday,5,No,1150,46.56,58.23,57.3,175.25,134.58,4,9.87,75.6,Cloudy,37.7,36.8,5792,Dry,339,15,1475,No,No,1083,1294,1300,High,High Flow
14744,SEN_116,RS_028,INT_040,11/01/2024 05:43,Thursday,5,No,1316,46.34,63.84,73.35,189.77,149.31,5,14.72,83.72,Windy,26.4,90,4138,Wet,216,22,269,Yes,No,1390,1361,1434,High,High Flow
14745,SEN_125,RS_045,INT_044,11/01/2024 05:44,Thursday,5,No,558,78.28,26.55,31.07,124.4,72.53,5,6.51,40.34,Cloudy,36.9,81.5,5762,Dry,200,15,103,No,No,454,516,711,Moderate,Medium Flow
14746,SEN_141,RS_010,INT_050,11/01/2024 05:45,Thursday,5,No,566,69.49,35.41,29.94,127.46,51.02,4,6.25,29.68,Clear,19.7,69.5,6753,Dry,236,2,345,No,No,560,461,437,Moderate,Medium Flow
14747,SEN_037,RS_069,INT_036,11/01/2024 05:46,Thursday,5,No,1674,36.21,83.91,96.23,223.31,189.07,5,15.29,91.81,Fog,15.3,64.2,5102,Dry,292,16,361,No,No,1603,1674,1517,Severe,Very High Flow
14748,SEN_031,RS_043,INT_010,11/01/2024 05:47,Thursday,5,No,645,79.94,30.41,38.89,130.52,77.2,3,8.45,33.89,Rain,30.3,56,5007,Wet,345,16,1039,No,No,680,693,591,Moderate,Medium Flow
14749,SEN_053,RS_065,INT_023,11/01/2024 05:48,Thursday,5,No,1445,49.73,68.88,72.83,185.91,140.89,4,18.74,76.8,Clear,31.7,49.9,4110,Dry,358,9,843,No,No,1550,1503,1614,Severe,Very High Flow
14750,SEN_031,RS_010,INT_033,11/01/2024 05:49,Thursday,5,No,603,69.16,19.15,36.55,137.46,80.65,3,7.02,43.95,Clear,26.9,40.1,1404,Wet,382,23,1305,No,No,650,462,748,Moderate,Medium Flow
14751,SEN_033,RS_069,INT_006,11/01/2024 05:50,Thursday,5,No,783,51.02,49.58,39.68,136.01,83.53,2,26.68,42.2,Windy,22.5,66.4,1806,Dry,280,24,1106,No,No,897,829,792,Moderate,Medium Flow
14752,SEN_144,RS_067,INT_026,11/01/2024 05:51,Thursday,5,No,1606,47.84,91.28,88.13,215.16,182.42,3,26.27,90.28,Rain,26.2,75,2651,Dry,251,19,1371,No,No,1702,1595,1431,Severe,Very High Flow
14753,SEN_068,RS_011,INT_013,11/01/2024 05:52,Thursday,5,No,1109,58.41,58.59,68.2,174.98,153.73,4,15.7,76.44,Clear,17,71,8002,Dry,99,16,1687,Yes,No,1140,1286,1294,High,High Flow
14754,SEN_134,RS_029,INT_034,11/01/2024 05:53,Thursday,5,No,900,72.09,39.82,49.83,144.71,88.9,4,10.36,47.39,Cloudy,23.8,30,4125,Dry,47,20,774,Yes,No,841,913,1020,High,High Flow
14755,SEN_074,RS_069,INT_022,11/01/2024 05:54,Thursday,5,No,1247,47.8,76.02,73.39,184.54,135.18,2,44.49,76.16,Windy,35.1,33.3,7764,Dry,123,25,243,No,No,1313,1384,1334,High,High Flow
14756,SEN_044,RS_012,INT_006,11/01/2024 05:55,Thursday,5,No,937,60.99,39.83,51.04,147.42,100.45,6,5.14,49.93,Rain,35.8,80.5,7248,Dry,183,2,1051,Yes,No,898,762,773,High,High Flow
14757,SEN_021,RS_054,INT_042,11/01/2024 05:56,Thursday,5,No,1364,52.82,70.17,79.52,198.17,160.56,4,16.75,71.81,Clear,28.9,66.3,7425,Dry,341,8,617,No,No,1431,1236,1121,High,High Flow
14758,SEN_135,RS_037,INT_007,11/01/2024 05:57,Thursday,5,No,664,78.56,24.63,36.67,130.34,83.96,5,6.81,45.59,Clear,21.2,74.1,7180,Dry,406,3,512,No,No,768,807,892,Moderate,Medium Flow
14759,SEN_131,RS_041,INT_030,11/01/2024 05:58,Thursday,5,No,765,69.69,27.39,41.42,128.24,84.97,3,9.67,48.05,Windy,22.7,73.5,582,Dry,382,25,705,No,No,859,775,618,Moderate,Medium Flow
14760,SEN_054,RS_048,INT_018,11/01/2024 05:59,Thursday,5,No,311,76.87,16.71,17.77,96.04,26.88,4,5,24.84,Fog,24.7,80.2,8899,Dry,214,24,449,No,No,321,386,496,Low,Low Flow
14761,SEN_046,RS_037,INT_038,11/01/2024 06:00,Thursday,6,No,349,87.82,19.25,14.91,81.43,10.7,2,7.31,7.23,Rain,27.9,45.2,3568,Wet,230,25,759,No,No,384,505,274,Low,Low Flow
14762,SEN_119,RS_035,INT_020,11/01/2024 06:01,Thursday,6,No,1019,59.01,51.54,54.55,148.79,105.91,4,14.36,50.1,Windy,23,54.3,7375,Dry,22,19,1454,No,No,901,937,1144,High,High Flow
14763,SEN_046,RS_029,INT_009,11/01/2024 06:02,Thursday,6,No,1550,46.79,84.97,88.56,217.41,183.76,4,19.38,88.72,Clear,22.4,86.7,4005,Dry,336,6,1096,No,No,1647,1396,1475,Severe,Very High Flow
14764,SEN_090,RS_050,INT_008,11/01/2024 06:03,Thursday,6,No,953,67.28,47.41,56.3,156.31,103.52,4,12.7,52.54,Cloudy,28,57.1,5978,Dry,69,19,99,No,No,893,833,904,High,High Flow
14765,SEN_019,RS_066,INT_021,11/01/2024 06:04,Thursday,6,No,1325,61.52,70.31,69.97,176.73,144.24,3,27.91,67.11,Clear,24.7,64.4,5677,Dry,259,17,122,No,No,1416,1317,1285,High,High Flow
14766,SEN_054,RS_048,INT_019,11/01/2024 06:05,Thursday,6,No,131,88.47,5,14.17,80.6,40.93,2,5,21.44,Windy,34.6,90,9527,Dry,279,17,918,No,No,161,238,90,Low,Low Flow
14767,SEN_071,RS_067,INT_007,11/01/2024 06:06,Thursday,6,No,195,99.95,16.23,18.06,105.18,18.14,3,6.63,14.46,Clear,42,63.7,8822,Dry,418,9,1647,No,No,130,296,265,Low,Low Flow
14768,SEN_132,RS_051,INT_044,11/01/2024 06:07,Thursday,6,No,617,71.83,37.75,30.58,111.76,74.63,4,6.82,47.16,Clear,16,61.8,8901,Dry,158,27,581,No,No,610,495,574,Moderate,Medium Flow
14769,SEN_037,RS_073,INT_025,11/01/2024 06:08,Thursday,6,No,1668,44.1,82.13,90.84,225.85,197.18,2,42.75,99.18,Clear,30.4,40.3,9937,Wet,376,8,131,No,No,1565,1523,1800,Severe,Very High Flow
14770,SEN_150,RS_053,INT_038,11/01/2024 06:09,Thursday,6,No,620,68.57,32.88,34.32,116.33,55.23,5,14.3,19.63,Clear,20.9,58.6,5962,Dry,347,18,129,No,No,509,678,755,Moderate,Medium Flow
14771,SEN_126,RS_038,INT_011,11/01/2024 06:10,Thursday,6,No,1122,59.88,52.61,67.19,187.21,148.18,4,8.55,74.74,Clear,28.2,86,6854,Dry,308,23,579,No,No,1176,1237,886,High,High Flow
14772,SEN_025,RS_039,INT_033,11/01/2024 06:11,Thursday,6,No,894,66.24,43.6,51.96,143.01,104.1,5,5,44.68,Rain,27.8,41.1,7329,Dry,317,17,229,No,No,797,903,704,Moderate,Medium Flow
14773,SEN_042,RS_032,INT_045,11/01/2024 06:12,Thursday,6,No,1495,53.56,78.44,81.83,216.48,167.19,4,14.22,86.58,Clear,33.2,50.2,4186,Dry,21,9,1272,No,No,1453,1501,1385,Severe,Very High Flow
14774,SEN_085,RS_050,INT_030,11/01/2024 06:13,Thursday,6,No,870,67.81,45.92,43.28,145.22,66.33,6,13.24,39.84,Cloudy,35.5,88.6,3080,Dry,275,28,1222,No,No,855,840,834,Moderate,Medium Flow
14775,SEN_078,RS_010,INT_035,11/01/2024 06:14,Thursday,6,No,1732,37.35,77.95,88.4,218.17,171.85,4,14.41,91.17,Fog,33.9,92.8,7966,Dry,248,25,171,No,No,1655,1561,1800,Severe,Very High Flow
14776,SEN_067,RS_031,INT_023,11/01/2024 06:15,Thursday,6,No,697,71.62,29.16,39.87,144.67,76.86,4,5.53,33.1,Rain,24.4,58.5,4782,Wet,406,7,456,No,No,715,745,894,Moderate,Medium Flow
14777,SEN_084,RS_049,INT_009,11/01/2024 06:16,Thursday,6,No,498,71.74,21.96,34.95,129.32,79.97,4,7.85,33.74,Fog,16.3,30.7,350,Wet,397,27,1082,No,Yes,607,613,620,Moderate,Medium Flow
14778,SEN_060,RS_063,INT_016,11/01/2024 06:17,Thursday,6,No,388,82.21,20.5,21.57,117.63,39.25,3,7.96,16.04,Clear,22.9,89.8,3580,Dry,319,18,807,No,No,506,248,365,Low,Low Flow
14779,SEN_104,RS_033,INT_023,11/01/2024 06:18,Thursday,6,No,943,59.7,42.56,54.05,163.48,100.39,2,19.93,49.97,Clear,37,40.3,2520,Dry,246,9,187,No,No,910,829,1126,High,High Flow
14780,SEN_054,RS_042,INT_022,11/01/2024 06:19,Thursday,6,No,265,74.04,6.18,15.57,79.26,19.79,3,5,0,Clear,26.8,70.2,6777,Wet,294,15,1123,No,No,275,289,50,Low,Low Flow
14781,SEN_073,RS_020,INT_029,11/01/2024 06:20,Thursday,6,No,340,73.51,5,12.33,77.07,24.21,4,5,12.56,Clear,33.8,63.3,7948,Dry,176,25,639,No,No,273,374,469,Low,Low Flow
14782,SEN_048,RS_024,INT_010,11/01/2024 06:21,Thursday,6,No,1631,36.35,91.98,96.9,241.77,194.26,5,17.4,93.45,Clear,31.8,33.6,4833,Dry,44,24,1460,Yes,No,1542,1613,1581,Severe,Very High Flow
14783,SEN_132,RS_027,INT_019,11/01/2024 06:22,Thursday,6,No,1376,47.52,69.81,73.29,180.02,154.44,2,33.95,74.47,Fog,33.3,60.4,5946,Dry,140,27,647,Yes,No,1309,1261,1150,High,High Flow
14784,SEN_040,RS_075,INT_008,11/01/2024 06:23,Thursday,6,No,239,78.09,5,10.08,77.63,10.4,6,5,0,Clear,35.3,54.9,362,Dry,182,26,818,Yes,No,318,397,441,Low,Low Flow
14785,SEN_118,RS_003,INT_035,11/01/2024 06:24,Thursday,6,No,949,62.75,52.62,54.59,134.31,101.46,4,17.74,40.75,Rain,38.4,77.6,4993,Dry,297,2,816,No,No,924,1066,981,High,High Flow
14786,SEN_035,RS_073,INT_043,11/01/2024 06:25,Thursday,6,No,841,63.62,49.52,43.85,146.45,100.86,4,10.99,52.5,Rain,20.7,87.5,3590,Dry,352,16,593,Yes,No,869,837,882,Moderate,Medium Flow
14787,SEN_031,RS_001,INT_028,11/01/2024 06:26,Thursday,6,No,303,84.44,16.22,11.62,80.03,33.19,2,6.19,24.21,Clear,16.3,38.3,9172,Dry,293,25,1498,No,No,308,227,162,Low,Low Flow
14788,SEN_007,RS_031,INT_026,11/01/2024 06:27,Thursday,6,No,1359,53.47,71.07,79.37,199.43,168.73,6,12.74,80.7,Clear,28.9,48.5,9850,Wet,351,16,875,No,No,1396,1491,1290,High,High Flow
14789,SEN_096,RS_080,INT_040,11/01/2024 06:28,Thursday,6,No,259,80.66,19.49,14.9,86.18,11.51,2,8.69,5.95,Clear,39.5,54.5,835,Dry,374,25,228,No,No,154,100,151,Low,Low Flow
14790,SEN_102,RS_039,INT_012,11/01/2024 06:29,Thursday,6,No,99,94.63,7.98,9.34,71.13,8.97,3,5,6.24,Clear,18.7,55.9,3575,Dry,290,3,888,No,No,149,177,50,Low,Low Flow
14791,SEN_020,RS_005,INT_013,11/01/2024 06:30,Thursday,6,No,1727,35.1,89.51,94.47,221.28,191.21,4,23.24,95.45,Fog,40.2,60,2293,Dry,374,25,1453,No,No,1690,1592,1649,Severe,Very High Flow
14792,SEN_011,RS_078,INT_043,11/01/2024 06:31,Thursday,6,No,711,75.72,27.88,37.68,128.2,76.38,4,5,44.32,Cloudy,38.3,44.6,3962,Dry,161,19,1356,No,No,647,746,522,Moderate,Medium Flow
14793,SEN_140,RS_040,INT_008,11/01/2024 06:32,Thursday,6,No,1571,46.05,64.9,88.29,215.61,170.12,4,11.07,87.94,Cloudy,41,58.1,7868,Dry,62,17,816,No,No,1550,1630,1662,Severe,Very High Flow
14794,SEN_136,RS_019,INT_047,11/01/2024 06:33,Thursday,6,No,1726,38.32,90.61,97.29,227.21,201.57,5,13.39,111.47,Clear,22.9,54.8,4018,Wet,70,3,1373,No,No,1800,1800,1531,Severe,Very High Flow
14795,SEN_067,RS_015,INT_028,11/01/2024 06:34,Thursday,6,No,1313,59.26,64.53,70.38,201.9,141.79,3,21.32,71.92,Clear,26.1,40,9774,Dry,441,7,553,No,No,1372,1401,1399,High,High Flow
14796,SEN_068,RS_076,INT_029,11/01/2024 06:35,Thursday,6,No,1616,47.17,78.53,86.73,215.34,177.83,3,23.21,91.37,Windy,37.5,31.2,7594,Dry,87,5,1000,No,No,1722,1487,1594,Severe,Very High Flow
14797,SEN_088,RS_074,INT_015,11/01/2024 06:36,Thursday,6,No,137,79.63,11.72,11.24,76.82,19.25,2,7.35,9.07,Windy,22.5,72,1999,Wet,381,28,797,No,No,207,160,362,Low,Low Flow
14798,SEN_008,RS_055,INT_020,11/01/2024 06:37,Thursday,6,No,1196,58.01,55.03,67.78,181.69,127.89,2,30.25,68.76,Cloudy,41.4,42.5,9836,Dry,187,15,1567,Yes,No,1153,1074,1260,High,High Flow
14799,SEN_039,RS_009,INT_026,11/01/2024 06:38,Thursday,6,No,1324,54.35,66.02,74.65,193.63,155.83,6,11.59,80.05,Clear,18.5,70.1,1022,Dry,152,16,718,No,Yes,1377,1438,1413,High,High Flow
14800,SEN_014,RS_078,INT_014,11/01/2024 06:39,Thursday,6,No,802,73.13,40.39,36.66,124.31,77.26,3,21.14,38.38,Cloudy,24.1,36.9,8220,Dry,165,4,274,No,No,794,963,994,Moderate,Medium Flow
14801,SEN_116,RS_025,INT_024,11/01/2024 06:40,Thursday,6,No,1335,55.37,70.2,75.2,183.97,139.14,4,19.45,70.28,Clear,27.4,40.4,1005,Dry,369,6,1256,No,No,1246,1273,1446,High,High Flow
14802,SEN_145,RS_026,INT_049,11/01/2024 06:41,Thursday,6,No,1467,52.03,75.06,82.99,219.99,166.89,6,12.4,89.57,Cloudy,20.4,91.4,1394,Dry,219,14,1561,No,No,1468,1366,1246,Severe,Very High Flow
14803,SEN_059,RS_007,INT_015,11/01/2024 06:42,Thursday,6,No,694,67.52,36.41,37.28,120.53,70.92,5,8.87,27.58,Clear,16.6,86.5,969,Dry,277,20,714,No,Yes,797,801,887,Moderate,Medium Flow
14804,SEN_097,RS_018,INT_031,11/01/2024 06:43,Thursday,6,No,641,70.43,30.03,37.87,140.85,67.89,4,6.83,28.79,Cloudy,38.8,63.3,7383,Dry,74,20,359,No,No,575,466,442,Moderate,Medium Flow
14805,SEN_100,RS_004,INT_018,11/01/2024 06:44,Thursday,6,No,453,75.54,20.76,22.4,90.92,43.92,2,11.98,21.56,Clear,23.6,52.3,7383,Wet,216,26,494,No,No,355,443,597,Moderate,Medium Flow
14806,SEN_071,RS_045,INT_013,11/01/2024 06:45,Thursday,6,No,701,60.38,36.75,40.32,139.94,75.7,4,9.3,42.99,Cloudy,30.3,74.7,8891,Dry,413,9,552,No,No,816,785,694,Moderate,Medium Flow
14807,SEN_042,RS_020,INT_026,11/01/2024 06:46,Thursday,6,No,1559,53.18,75.45,80.51,213.22,158.9,2,29.46,74.53,Clear,19.9,82.2,5463,Dry,127,2,167,No,No,1625,1673,1318,Severe,Very High Flow
14808,SEN_131,RS_005,INT_015,11/01/2024 06:47,Thursday,6,No,167,78.51,5,12.9,83.82,40.88,2,5,20.03,Clear,34.9,79.2,4184,Dry,75,20,1357,No,No,254,229,50,Low,Low Flow
14809,SEN_134,RS_007,INT_031,11/01/2024 06:48,Thursday,6,No,1123,59.53,62.58,59.3,152.49,123.41,5,13.13,58.38,Windy,17.8,74.1,2188,Dry,425,20,905,No,No,1187,1261,1219,High,High Flow
14810,SEN_017,RS_026,INT_026,11/01/2024 06:49,Thursday,6,No,1093,56.78,51.28,62.46,173.3,135.01,4,14,79.37,Clear,34.2,33.2,476,Dry,350,10,1082,No,No,1176,1110,883,High,High Flow
14811,SEN_070,RS_062,INT_050,11/01/2024 06:50,Thursday,6,No,93,85.91,5,10.14,88.73,14.55,6,5.56,8.97,Clear,32.5,80.4,6529,Wet,91,2,114,No,No,170,256,170,Low,Low Flow
14812,SEN_025,RS_002,INT_034,11/01/2024 06:51,Thursday,6,No,212,88.01,16.73,15.73,77.3,25.3,6,5.98,10.81,Clear,31,82,6208,Dry,446,29,1506,No,No,124,300,364,Low,Low Flow
14813,SEN_021,RS_021,INT_004,11/01/2024 06:52,Thursday,6,No,1137,52.83,53.4,64.89,173.73,135.09,4,12.13,70.67,Clear,33.4,36.9,454,Dry,345,5,593,No,No,1200,1209,1311,High,High Flow
14814,SEN_145,RS_045,INT_039,11/01/2024 06:53,Thursday,6,No,971,65,50.16,57.23,155.59,93.49,4,10.31,47.47,Clear,22,39.9,4344,Wet,107,29,1566,No,No,1055,838,906,High,High Flow
14815,SEN_087,RS_046,INT_002,11/01/2024 06:54,Thursday,6,No,1311,55.34,67.6,78.81,206.13,148.09,4,16.14,85.67,Clear,31.2,49.6,6830,Dry,358,2,355,No,No,1229,1375,1412,High,High Flow
14816,SEN_007,RS_003,INT_048,11/01/2024 06:55,Thursday,6,No,1302,48.15,64.65,72.81,204.17,150.83,2,33.42,75.97,Rain,15.9,40.3,2644,Wet,238,5,1072,No,Yes,1308,1323,1154,High,High Flow
14817,SEN_112,RS_032,INT_003,11/01/2024 06:56,Thursday,6,No,671,76.3,31.61,41.16,134.04,85.39,4,5,44.74,Clear,22,40.5,1804,Dry,231,25,664,No,No,580,737,801,Moderate,Medium Flow
14818,SEN_015,RS_054,INT_016,11/01/2024 06:57,Thursday,6,No,662,79.29,27.47,32.06,111.86,59.4,2,12.5,18.99,Clear,32,48.4,6674,Dry,285,26,110,No,Yes,649,797,494,Moderate,Medium Flow
14819,SEN_022,RS_057,INT_036,11/01/2024 06:58,Thursday,6,No,1258,66.21,66.04,67,195.72,135.4,5,13.34,64.06,Rain,27,67.6,8629,Wet,172,12,101,No,No,1319,1078,1341,High,High Flow
14820,SEN_029,RS_066,INT_003,11/01/2024 06:59,Thursday,6,No,1693,40.06,90.16,100.08,241.97,194.33,6,9.89,95.75,Fog,15.6,71.9,4959,Dry,219,10,956,No,No,1753,1800,1646,Severe,Very High Flow
14821,SEN_065,RS_055,INT_028,11/01/2024 07:00,Thursday,7,No,1181,57.4,64.03,64.62,176.07,141.06,3,16.89,69.37,Cloudy,31,49.7,7247,Dry,178,26,575,No,No,1127,1041,1110,High,High Flow
14822,SEN_076,RS_027,INT_032,11/01/2024 07:01,Thursday,7,No,1275,55.08,65.6,68.74,182.07,148.01,4,16.69,70.95,Clear,37.5,89.1,8447,Dry,110,25,663,No,Yes,1363,1404,1157,High,High Flow
14823,SEN_014,RS_059,INT_043,11/01/2024 07:02,Thursday,7,No,368,83.48,8.52,19.3,85.87,26.93,4,5,16.08,Clear,15,81.1,7522,Wet,168,24,562,No,No,415,514,545,Low,Low Flow
14824,SEN_003,RS_007,INT_010,11/01/2024 07:03,Thursday,7,No,1648,53.41,86.25,88.71,225.2,166.21,2,45.87,79.49,Clear,33.6,62.8,9388,Dry,144,12,1467,No,No,1698,1624,1669,Severe,Very High Flow
14825,SEN_148,RS_076,INT_050,11/01/2024 07:04,Thursday,7,No,1092,61.72,54.06,59.98,175.22,138.33,3,20.51,65.7,Clear,21,44.5,718,Dry,267,18,94,No,No,1037,1106,868,High,High Flow
14826,SEN_023,RS_044,INT_047,11/01/2024 07:05,Thursday,7,No,958,65.71,44.94,49.03,146.13,95.02,5,8.23,47.18,Windy,17.9,70.2,9515,Wet,250,24,1551,No,No,1052,1133,817,High,High Flow
14827,SEN_017,RS_004,INT_023,11/01/2024 07:06,Thursday,7,No,1523,39.92,79.44,82.34,213.8,174.45,3,22.21,90.49,Clear,29.5,32.4,9235,Dry,167,26,836,No,No,1558,1653,1390,Severe,Very High Flow
14828,SEN_148,RS_050,INT_046,11/01/2024 07:07,Thursday,7,No,86,99.83,5.43,5.09,52.25,2.94,5,5,0,Cloudy,32.2,41.2,9535,Dry,317,12,1540,No,No,50,165,127,Low,Low Flow
14829,SEN_084,RS_019,INT_032,11/01/2024 07:08,Thursday,7,No,1263,51.06,68.19,76.46,195.5,147.82,4,17.8,76.47,Rain,16.5,58.5,8789,Dry,367,7,418,No,No,1236,1256,1140,High,High Flow
14830,SEN_009,RS_039,INT_008,11/01/2024 07:09,Thursday,7,No,319,64.93,17.65,17.54,86.62,31.65,4,5,18.09,Fog,16,82.6,4902,Dry,365,12,651,No,No,215,288,420,Low,Low Flow
14831,SEN_098,RS_070,INT_029,11/01/2024 07:10,Thursday,7,No,1526,32.75,74.97,77.88,201.71,160.62,2,39.13,82.75,Rain,37.9,59.6,1601,Dry,147,13,264,No,No,1522,1414,1375,Severe,Very High Flow
14832,SEN_018,RS_001,INT_037,11/01/2024 07:11,Thursday,7,No,615,74.38,29.01,38.19,119.84,78.65,5,5,35.07,Cloudy,16.8,45.7,9195,Dry,388,16,587,No,No,715,454,764,Moderate,Medium Flow
14833,SEN_073,RS_005,INT_004,11/01/2024 07:12,Thursday,7,No,149,78.1,10.51,11.5,67.15,7.68,3,5,1.57,Clear,15.7,46.9,3785,Wet,339,16,685,No,No,50,325,278,Low,Low Flow
14834,SEN_081,RS_037,INT_012,11/01/2024 07:13,Thursday,7,No,295,81.89,8.06,13.21,81.47,18.62,6,5,8.85,Clear,23,53.8,9765,Dry,384,16,875,No,No,222,226,165,Low,Low Flow
14835,SEN_032,RS_032,INT_050,11/01/2024 07:14,Thursday,7,No,1207,46.55,57.84,70.21,185.74,134.09,4,12.24,67.63,Clear,36.5,68.3,3013,Wet,209,5,934,No,No,1294,1271,1310,High,High Flow
14836,SEN_125,RS_031,INT_027,11/01/2024 07:15,Thursday,7,No,1157,58.77,46.88,63.75,184.38,126.87,3,16.07,62.8,Cloudy,31.1,34.1,4785,Dry,401,19,883,No,No,1149,1302,1075,High,High Flow
14837,SEN_063,RS_019,INT_010,11/01/2024 07:16,Thursday,7,No,885,68.1,46.36,54.94,163.16,114.81,2,25.13,58.95,Fog,36.6,64.1,6501,Wet,110,17,847,No,No,804,941,1094,Moderate,Medium Flow
14838,SEN_006,RS_064,INT_035,11/01/2024 07:17,Thursday,7,No,409,79.37,23.68,32.27,123.75,63.59,2,12.59,32.21,Clear,16.9,50.9,3353,Wet,446,6,1274,No,No,386,526,573,Low,Low Flow
14839,SEN_042,RS_021,INT_050,11/01/2024 07:18,Thursday,7,No,927,59.34,42.5,53.09,140.18,91.85,5,11.52,39.84,Rain,26.9,83.6,9169,Dry,365,6,1022,No,No,908,799,1008,High,High Flow
14840,SEN_068,RS_007,INT_032,11/01/2024 07:19,Thursday,7,No,1306,57.96,59.83,75.63,204.83,154.65,2,28.3,78.15,Windy,34.4,48.5,324,Dry,299,9,1660,Yes,No,1203,1410,1337,High,High Flow
